Contig,ORF,Day1_D1,Day1_D5,Day1_D9,Day1_L1,Day1_L5,Day1_L9,Day2_D1,Day2_D5,Day2_D9,Day2_L1,Day2_L5,Day2_L9
Contig0.4_46_41354_41007,cce_4383,-0.75,-0.93,-0.34,0.44,0.56,0.02,-0.68,-0.67,-0.28,0.39,0.58,0.16
Contig0.4_47_41408_42349,Contig0.4_47_41408_42349,-0.08,,-0.1,-0.09,-0.07,-0.09,-0.12,-0.09,-0.1,-0.05,-0.03,-0.06
Contig0.4_48_42546_44240,cce_4381,,0.02,0.02,0.08,0.09,0.07,0.03,0.04,0.08,0.07,0.11,0.07
Contig0.4_49_45606_44242,cce_4380,0.01,-0.16,-0.05,0.04,0.11,0.17,-0.08,-0.35,-0.14,0.05,0.29,0.22
Contig0.4_4_4208_3618,cce_4421,-0.16,-0.25,-0.05,0.05,0.18,0.03,-0.27,-0.14,-0.04,0.02,0.1,0.02
Contig0.4_50_45870_46004,Contig0.4_50_45870_46004,0.01,0.05,0.04,-0.12,-0.09,-0.08,-0.02,0.02,-0.04,-0.15,-0.16,-0.11
Contig0.4_51_46441_46088,cce_4379,-0.69,0.18,,0.59,-0.46,-0.35,-0.83,0.39,0.07,0.66,-0.19,-0.23
Contig0.4_52_47590_46595,cce_4378,-0.54,0.27,-0.01,0.44,-0.15,-0.18,-0.61,0.51,0.11,0.43,0.14,-0.08
Contig0.4_53_47732_48541,cce_4377,-0.1,0.13,0.01,0.11,-0.16,-0.09,-0.1,0.08,-0.01,0.07,-0.07,-0.15
Contig0.4_54_48552_49460,cce_4376,0.02,0.06,0.02,-0.08,-0.16,-0.12,-0.02,0.03,-0.07,-0.08,-0.15,-0.12
Contig0.4_55_49708_49839,cce_4375,0.65,-0.51,-0.31,-0.27,-0.12,0.35,0.84,-0.38,-0.24,-0.13,,0.31
Contig0.4_56_51377_49836,cce_4374,-0.23,-0.11,-0.14,0.26,-0.07,-0.11,-0.28,-0.07,-0.07,0.31,0.1,-0.06
Contig0.4_58_51735_51499,cce_4372,0.21,-0.02,0.02,-0.07,0.08,0.24,0.23,0.01,0.02,-0.1,-0.01,0.13
Contig0.4_5_4296_4655,cce_4420,0.1,0.12,0.16,0.17,0.08,0.05,0.14,0.16,0.16,0.07,0.01,0.01
Contig0.4_60_53485_52283,cce_4370,1.16,0.06,-0.86,-1.83,-1.44,0.7,1.19,0.1,-0.79,-1.69,-1.4,0.4
Contig0.4_61_53847_53653,cce_4369,-0.02,-0.11,-0.02,-0.16,0.1,0.14,-0.05,0.03,-0.07,-0.12,0.16,0.2
Contig0.4_62_54237_55844,cce_4368,0.1,0.24,-0.01,-0.1,-0.14,0.02,0.11,0.14,-0.02,-0.12,-0.11,-0.02
Contig0.4_65_56766_56671,Contig0.4_65_56766_56671,0.29,-0.09,-0.1,-0.21,-0.16,0.4,0.22,-0.07,-0.02,-0.1,-0.15,0.32
Contig0.4_66_57169_56924,cce_4364,0.27,0.14,0.11,-0.05,0.02,0.13,0.27,0.13,0.14,-0.08,-0.02,0.05
Contig0.4_68_57506_57378,cce_4362,0.17,-0.12,-0.06,-0.02,0.04,0.47,0.1,0.03,-0.02,0.08,0.03,0.47
Contig0.4_69_57617_58753,cce_4361,0.6,0.53,-0.03,-0.09,-0.6,-0.32,0.46,0.33,-0.04,-0.03,-0.34,-0.3
Contig0.4_71_59667_59542,Contig0.4_71_59667_59542,-0.07,-0.15,-0.07,-0.01,-0.09,-0.05,-0.13,-0.07,-0.08,-0.04,-0.07,-0.05
Contig0.4_72_60693_59686,cce_4359,-0.03,0.04,0.01,0.16,0.07,0.07,-0.02,0.1,0.02,0.14,0.05,0.07
Contig0.4_73_64792_60758,cce_4358,-1.08,-0.47,-0.81,0.73,0.31,-0.06,-1.09,-0.27,-0.97,0.6,0.18,-0.08
Contig0.4_74_66331_65240,cce_4357,-0.13,-0.14,-0.2,-0.19,-0.06,-0.01,-0.14,-0.15,-0.28,-0.27,-0.3,-0.11
Contig0.4_75_68716_66446,cce_4356,0.48,0.25,-0.01,-0.25,0.01,0.15,0.52,0.05,0.05,-0.15,-0.06,0.17
Contig0.4_76_69026_69244,cce_4355,0.5,0.44,-0.42,-0.63,-0.16,0.17,0.33,0.23,-0.21,-0.42,-0.56,0.17
Contig0.4_77_69371_70921,cce_4354,1.22,0.48,-0.43,-0.87,-0.91,0.34,1.33,0.4,-0.43,-0.72,-0.68,0.14
Contig0.4_78_71316_72890,cce_4353,1.05,0.2,-0.5,-0.96,-0.38,0.57,1.01,0.09,-0.58,-0.8,-0.44,0.41
Contig0.4_7_5272_5880,cce_4418,0.05,-0.09,0.06,0.39,0.08,-0.07,,0.02,-0.02,0.22,-0.08,-0.12
Contig0.4_8_7351_5870,cce_4417,0.01,-0.29,-0.16,-0.18,0.14,0.15,-0.02,-0.18,-0.06,-0.11,0.14,0.19
Contig0.4_9_7625_8371,cce_4416,-0.04,0.09,0.21,0.34,0.06,-0.11,-0.13,0.19,0.26,0.29,0.01,-0.08
Contig0.5_10_10172_9825,cce_4344,-0.17,-0.32,-0.18,1.04,0.34,-0.35,-0.19,-0.2,-0.17,0.58,-0.09,-0.26
Contig0.5_11_10466_10248,cce_4343,-0.84,-1.14,-0.65,1.48,0.07,-0.93,-1.16,-0.74,-0.74,0.79,-0.43,-0.75
Contig0.5_12_12176_10638,cce_4342,0.19,0.2,0.16,-0.01,0.08,0.09,0.24,0.12,0.14,-0.08,0.03,0.03
Contig0.5_13_14513_12222,cce_4341,0.28,0.2,0.07,-0.06,0.06,0.03,0.3,0.21,0.18,-0.12,-0.04,0.02
Contig0.5_14_14614_14862,cce_4340,0.91,-0.29,-0.73,-0.33,-0.1,0.44,0.93,-0.14,-0.33,-0.19,-0.11,0.4
Contig0.5_15_14874_15599,cce_4339,0.23,0.03,0.11,-0.05,0.01,0.04,0.21,0.1,0.06,-0.07,-0.03,
Contig0.5_16_15773_16516,cce_4338,0.59,-0.04,-0.33,-0.22,0.13,0.33,0.75,0.02,-0.12,-0.16,-0.17,0.19
Contig0.5_17_16531_18585,cce_4337,0.69,0.18,0.08,-0.12,0.17,0.21,0.76,0.2,0.02,-0.14,-0.06,0.03
Contig0.5_19_19383_18925,cce_4335,-0.02,0.18,-0.2,-0.39,-0.36,-0.19,-0.01,-0.06,-0.11,-0.24,-0.26,-0.14
Contig0.5_1_160_3189,cce_4353,0.96,0.33,-0.75,-1.45,-0.49,0.66,1.0,0.05,-0.8,-1.4,-0.63,0.51
Contig0.5_20_19697_19356,cce_4334,0.31,0.55,0.04,-0.32,-0.21,0.01,0.41,0.27,0.11,-0.18,-0.16,-0.04
Contig0.5_22_21754_20609,cce_4332,-0.06,0.06,-0.04,0.1,-0.21,-0.17,-0.1,0.07,-0.01,0.12,0.04,-0.1
Contig0.5_23_22041_21913,cce_4331,-0.23,-0.26,-0.07,-0.02,0.14,-0.05,-0.37,-0.2,,0.07,0.22,0.03
Contig0.5_24_23029_22583,cce_4330,0.13,-0.15,0.01,0.05,-0.17,0.13,0.3,0.03,0.07,0.13,-0.03,0.14
Contig0.5_25_23629_23069,cce_4329,-0.77,-0.17,-0.13,0.72,-0.69,-0.53,-0.85,0.19,-0.11,0.76,-0.29,-0.4
Contig0.5_26_24814_24035,cce_4328,0.22,0.15,0.14,-0.06,-0.05,0.04,0.21,0.11,0.15,-0.09,,-0.02
Contig0.5_27_26223_25252,cce_4327,-0.08,-0.14,-0.09,-0.07,0.12,0.11,-0.13,-0.09,-0.09,-0.13,0.09,0.06
Contig0.5_28_26445_27062,cce_4326,0.12,-0.03,0.03,-0.25,0.12,0.2,0.19,-0.09,0.04,-0.28,-0.06,0.07
Contig0.5_29_27173_27394,cce_4325,-1.1,-1.22,-0.39,-0.11,0.3,0.25,-1.17,-1.1,-0.24,-0.15,0.25,0.17
Contig0.5_2_3786_3316,cce_4352,0.15,0.06,0.04,0.13,-0.03,0.03,0.1,0.11,0.08,0.11,0.03,0.05
Contig0.5_30_27411_28262,cce_4324,-0.58,-1.0,-0.24,-0.18,0.37,0.3,-0.7,-0.99,-0.11,-0.21,0.36,0.28
Contig0.5_31_28457_29650,Contig0.5_31_28457_29650,-0.05,-0.13,-0.16,0.44,-0.02,-0.21,-0.1,-0.11,-0.07,0.25,-0.12,-0.12
Contig0.5_32_29780_32998,cce_4321,0.03,0.05,0.01,0.01,-0.05,,0.01,-0.03,-0.04,-0.01,-0.01,-0.01
Contig0.5_33_33002_34519,cce_4320,0.37,-0.01,0.22,0.07,0.16,0.14,0.31,0.05,0.2,0.03,0.07,0.07
Contig0.5_34_34629_35615,cce_4319,0.1,0.1,0.05,-0.01,0.07,0.04,0.14,0.06,0.05,-0.06,-0.04,-0.04
Contig0.5_35_36324_35803,cce_4318,-0.07,-0.05,-0.08,0.02,0.01,-0.02,-0.09,-0.11,-0.08,0.08,0.07,
Contig0.5_36_39347_36348,cce_4317,0.06,0.01,,0.05,-0.04,-0.11,0.05,0.04,0.03,0.05,-0.06,-0.08
Contig0.5_37_39491_39369,Contig0.5_37_39491_39369,0.19,0.11,0.12,0.18,0.15,-0.03,0.24,0.12,0.08,0.02,-0.05,-0.08
Contig0.5_38_41921_39498,cce_4316,0.04,-0.06,0.05,0.52,0.3,,0.13,0.07,0.06,0.39,0.09,0.01
Contig0.5_39_42386_43630,cce_4314,1.23,0.16,-0.93,-1.01,-0.94,0.62,1.18,0.04,-0.76,-0.77,-0.76,0.39
Contig0.5_3_4457_3795,cce_4351,-0.69,-0.22,-0.12,0.44,0.14,-0.21,-0.82,-0.01,-0.19,0.36,0.18,-0.19
Contig0.5_41_47006_44112,cce_4312,0.16,0.07,0.12,0.09,0.1,0.14,0.22,0.08,0.08,,0.03,0.04
Contig0.5_42_50240_47025,cce_4311,0.19,0.06,0.04,-0.06,-0.02,-0.02,0.1,0.08,,-0.03,-0.04,-0.04
Contig0.5_4_5550_4402,cce_4350,-0.29,0.19,-0.18,0.61,-0.02,-0.18,-0.33,0.42,-0.19,0.43,0.06,-0.32
Contig0.5_6_5991_6362,cce_4348,0.08,0.07,0.05,0.01,-0.01,0.1,0.12,0.08,0.05,0.03,0.03,0.06
Contig0.5_7_6891_6442,cce_4347,0.11,0.04,0.14,0.05,0.13,0.15,0.15,0.1,0.08,0.04,0.06,0.06
Contig0.5_8_6988_8097,cce_4346,-0.01,0.03,0.13,0.12,-0.04,-0.04,-0.11,0.06,0.16,0.12,0.04,-0.04
Contig0.5_9_8273_9655,cce_4345,0.23,0.2,0.09,0.03,-0.02,-0.07,0.22,0.16,0.19,0.02,-0.03,-0.02
Contig0.6_10_13639_12299,cce_4301,-0.47,-0.6,-0.43,1.33,0.37,-0.63,-0.6,-0.33,-0.34,0.84,-0.53,-0.53
Contig0.6_11_15473_14145,cce_4300,0.24,0.26,0.03,0.05,0.09,0.13,0.24,0.23,0.25,0.06,0.04,0.15
Contig0.6_12_15826_15674,Contig0.6_12_15826_15674,0.29,0.16,0.22,-0.01,0.1,0.09,0.32,0.17,0.15,-0.1,0.02,0.02
Contig0.6_13_15836_17422,cce_4299,1.13,-1.21,-1.84,-2.33,-1.82,1.41,1.37,-1.34,-2.13,-1.91,-1.58,1.12
Contig0.6_14_18302_17571,cce_4297,0.03,0.1,0.09,0.15,0.01,0.03,0.07,0.08,0.05,0.07,-0.01,
Contig0.6_15_19341_18334,cce_4296,0.24,0.42,0.08,0.06,-0.02,-0.09,0.28,0.32,0.41,0.12,0.06,0.05
Contig0.6_16_20610_19420,cce_4295,-0.13,0.01,0.01,0.15,0.01,-0.03,-0.13,0.03,0.04,0.15,0.01,-0.02
Contig0.6_17_20765_21349,cce_4294,0.04,0.26,0.12,0.08,0.01,0.04,0.13,0.25,0.2,0.09,,0.03
Contig0.6_18_21331_22002,cce_4293,0.13,0.19,0.18,0.09,0.02,0.07,0.17,0.26,0.16,0.08,0.04,0.08
Contig0.6_1_1088_3,cce_4310,0.08,0.06,-0.07,-0.1,-0.11,-0.05,0.09,-0.02,-0.04,-0.12,-0.12,-0.06
Contig0.6_20_22312_24060,cce_4291,-0.12,-0.45,0.01,0.27,0.2,,-0.22,-0.41,-0.09,0.13,0.33,0.05
Contig0.6_22_24854_24294,cce_4290,0.16,-0.06,0.06,0.02,0.18,0.14,0.17,-0.02,0.2,0.06,0.23,0.28
Contig0.6_23_24995_27523,cce_4289,-0.01,0.02,,0.41,0.13,-0.03,,0.1,0.09,0.27,-0.03,-0.05
Contig0.6_24_27676_29502,cce_4288,0.03,0.3,0.08,0.02,-0.13,-0.1,,0.13,0.02,-0.01,-0.16,-0.15
Contig0.6_25_29624_30298,cce_4287,0.01,0.22,0.07,,-0.01,0.09,0.12,0.07,0.1,,0.04,0.07
Contig0.6_26_30420_30764,cce_4286,0.17,0.07,-0.01,0.04,0.04,0.16,0.15,0.08,0.09,0.09,0.14,0.19
Contig0.6_27_31007_30885,cce_4285,-0.29,-0.06,-0.1,-0.14,-0.33,-0.22,-0.37,-0.01,0.01,-0.04,-0.18,-0.19
Contig0.6_28_31234_31356,cce_4284,0.03,-0.09,,0.02,0.04,0.03,0.02,-0.01,0.01,,0.01,0.01
Contig0.6_29_31667_31978,cce_4283,-2.88,-0.07,0.09,0.86,-0.35,-1.2,-3.09,0.37,0.16,0.86,-0.12,-1.11
Contig0.6_2_1346_2821,cce_4309,-0.04,0.09,-0.01,-0.09,-0.08,-0.02,0.1,0.11,0.25,,-0.01,0.12
Contig0.6_30_32041_32376,cce_4282,-2.24,-0.23,0.08,0.74,-0.19,-1.07,-2.43,0.21,0.02,0.68,0.02,-1.06
Contig0.6_31_32396_32701,cce_4281,-2.19,-0.22,0.08,0.76,-0.15,-1.02,-2.29,0.21,0.04,0.71,0.1,-0.96
Contig0.6_3_3844_2852,cce_4308,0.03,-0.22,-0.16,-0.05,-0.02,0.21,0.2,-0.07,0.04,0.11,0.12,0.26
Contig0.6_4_5897_4098,cce_4307,-0.25,-0.83,-0.28,-0.46,0.82,0.49,-0.23,-0.53,-0.19,-0.34,0.38,0.36
Contig0.6_5_7416_5989,cce_4306,-0.42,-1.14,-0.64,-0.61,0.98,0.65,-0.38,-0.9,-0.66,-0.59,0.74,0.41
Contig0.6_6_8748_7900,cce_4305,-0.05,0.09,0.03,0.33,0.02,-0.01,-0.05,0.12,0.08,0.35,0.06,0.01
Contig0.6_7_9540_8809,cce_4304,-0.7,-0.34,-0.28,1.07,-0.53,-0.46,-0.7,-0.1,-0.04,1.24,-0.22,-0.32
Contig0.6_8_9996_10841,cce_4303,-0.26,-0.04,0.18,0.02,-0.01,-0.02,-0.29,0.02,0.26,,0.06,0.03
Contig0.6_9_10897_12240,cce_4302,-0.13,0.06,-0.06,0.01,-0.13,-0.14,-0.12,-0.05,-0.06,,-0.07,-0.11
Contig0.7_10_9236_8430,cce_4271,-0.33,0.08,-0.19,0.13,0.73,-0.16,-0.26,-0.1,-0.29,0.07,0.17,-0.15
Contig0.7_11_9399_9944,cce_4270,0.13,-0.04,0.06,-0.01,0.07,0.04,0.09,0.01,0.04,-0.08,0.03,0.03
Contig0.7_12_9960_10826,cce_4269,-0.13,-0.14,-0.06,0.09,0.07,,-0.17,-0.14,-0.13,0.04,0.01,-0.05
Contig0.7_13_10869_11459,cce_4268,-0.61,0.07,0.45,0.33,-0.33,-0.62,-0.69,0.2,0.3,0.3,-0.18,-0.56
Contig0.7_14_11603_12490,cce_4267,-0.06,-0.08,0.08,0.04,-0.02,-0.13,-0.12,-0.07,0.23,0.11,0.15,-0.08
Contig0.7_15_13447_12647,cce_4266,-0.11,0.08,-0.45,-0.58,-0.81,-0.38,-0.25,-0.49,-0.44,-0.34,-0.35,-0.29
Contig0.7_16_14537_13491,cce_4265,-0.07,-0.06,,-0.07,-0.02,0.01,-0.14,-0.05,0.05,,0.05,0.09
Contig0.7_17_14655_14542,Contig0.7_17_14655_14542,0.03,0.09,,-0.03,-0.04,-0.01,0.08,0.05,0.09,0.03,0.05,0.03
Contig0.7_18_14693_14902,cce_4264,-0.02,-0.01,0.01,0.05,0.02,0.04,0.03,0.01,0.15,0.03,0.02,-0.01
Contig0.7_19_14883_15140,cce_4263,-0.19,-0.26,-0.03,0.13,0.12,0.08,-0.25,-0.11,-0.02,0.12,0.17,0.09
Contig0.7_1_2_1954,cce_4280,-1.87,-0.31,-0.02,0.76,-0.08,-0.94,-2.0,0.11,-0.08,0.75,0.14,-0.88
Contig0.7_20_15179_15385,cce_4262,0.09,-0.07,0.09,0.12,0.1,0.05,0.06,0.08,0.09,0.14,0.11,0.06
Contig0.7_21_15382_15636,cce_4261,,0.14,0.16,0.17,0.05,0.05,0.02,0.12,0.09,0.1,-0.01,-0.02
Contig0.7_22_16224_15685,cce_4260,0.04,0.03,0.04,0.24,-0.04,-0.04,0.03,-0.01,-0.01,0.11,-0.06,-0.11
Contig0.7_24_16982_19705,cce_4258,-0.43,-0.39,-0.09,0.4,0.29,0.03,-0.48,-0.13,0.1,0.43,0.39,0.21
Contig0.7_25_19741_20154,cce_4257,0.08,-0.05,0.23,-0.05,-0.01,-0.14,0.02,0.05,0.26,-0.05,0.03,-0.07
Contig0.7_26_20176_20724,cce_4256,0.4,0.4,0.18,-0.09,-0.04,-0.07,0.38,0.27,0.24,-0.08,-0.06,
Contig0.7_27_20964_22208,cce_4255,0.01,0.44,-0.02,-0.77,-0.07,0.13,-0.15,0.58,0.07,-0.64,0.03,0.21
Contig0.7_28_23393_22311,cce_4254,0.07,-0.28,-0.06,-0.08,0.16,0.3,0.16,-0.14,0.06,-0.14,0.12,0.22
Contig0.7_29_23641_24177,cce_4253,0.19,0.11,0.13,0.04,-0.07,0.01,0.17,0.11,0.15,0.02,-0.05,-0.02
Contig0.7_2_2064_2786,cce_4279,0.05,0.11,0.18,0.11,0.03,-0.03,0.07,0.09,0.05,0.03,0.03,-0.11
Contig0.7_30_24184_25425,cce_4251,-0.15,0.11,0.12,0.36,-0.29,-0.58,-0.33,0.26,0.25,0.48,-0.03,-0.32
Contig0.7_32_25882_26523,cce_4249,0.18,0.17,0.09,0.2,0.06,0.07,0.15,0.31,0.16,0.21,0.06,0.1
Contig0.7_33_26517_26687,cce_4248,-0.64,-0.32,-0.25,-0.31,-0.26,0.68,-0.63,-0.37,-0.28,-0.53,-0.36,0.67
Contig0.7_34_26695_29163,cce_4247,-0.14,-0.32,-0.14,-0.27,-0.18,0.58,-0.14,-0.26,-0.16,-0.39,-0.2,0.51
Contig0.7_35_30359_29397,cce_4246,-0.17,-0.32,-0.17,,0.09,0.19,-0.2,-0.15,-0.07,0.11,0.15,0.26
Contig0.7_37_31322_30639,cce_4244,-0.19,-0.13,-0.07,0.2,-0.04,-0.18,-0.27,-0.04,-0.06,0.19,0.08,-0.1
Contig0.7_38_31536_32087,cce_4243,-0.21,-0.09,0.21,-0.25,0.05,0.01,-0.12,-0.08,0.31,-0.25,-0.04,0.04
Contig0.7_3_2917_4599,cce_4278,-0.02,-0.12,0.01,0.1,0.04,,0.03,-0.08,0.11,0.14,0.14,0.05
Contig0.7_42_33486_34262,cce_4239,0.1,0.03,0.08,-0.05,-0.01,-0.01,0.14,0.03,0.01,-0.1,-0.07,-0.08
Contig0.7_43_35561_34380,cce_4238,-0.07,0.08,0.39,0.13,-0.15,-0.39,-0.29,0.06,0.33,0.15,0.1,-0.42
Contig0.7_44_35751_35653,Contig0.7_44_35751_35653,-0.04,0.08,,-0.11,-0.08,-0.05,,-0.03,-0.04,-0.07,-0.04,-0.08
Contig0.7_45_35782_38343,cce_4237,,0.29,-0.01,0.15,-0.05,-0.08,-0.05,0.18,-0.12,0.12,0.09,-0.01
Contig0.7_46_38458_38336,Contig0.7_46_38458_38336,0.12,0.03,0.15,-0.14,0.18,0.05,0.11,0.02,0.15,-0.15,-0.01,0.02
Contig0.7_4_4639_5760,cce_4277,-0.04,-0.04,0.02,-0.06,-0.08,-0.01,-0.01,-0.08,0.02,,0.02,
Contig0.7_5_5822_6298,cce_4276,0.06,0.12,,-0.17,-0.16,-0.09,0.12,-0.05,0.03,-0.13,-0.09,-0.01
Contig0.7_6_6600_6376,cce_4275,0.01,0.12,-0.04,0.08,0.1,0.03,-0.09,0.05,-0.02,0.09,0.01,-0.03
Contig0.7_7_7188_6847,cce_4274,,-0.1,0.06,0.18,0.22,0.07,-0.03,0.02,0.04,0.11,0.1,-0.02
Contig0.7_8_7388_7296,cce_4273,-1.36,-1.09,-0.25,-0.11,0.55,0.22,-1.5,-0.88,-0.22,-0.16,0.5,0.21
Contig0.7_9_8344_7490,cce_4272,-0.88,-0.44,-0.34,0.44,0.28,0.09,-1.0,-0.05,-0.39,0.38,0.22,-0.09
Contig0.8_10_7934_9586,cce_4227,1.22,-0.05,-0.16,-1.06,-0.85,0.02,1.35,-0.07,-0.19,-1.02,-1.04,-0.21
Contig0.8_11_10025_9636,cce_4226,0.03,-0.17,-0.12,-0.02,,0.13,0.05,-0.13,-0.19,-0.03,-0.04,0.06
Contig0.8_12_10240_10022,cce_4225,0.27,-0.1,-0.06,0.06,0.1,0.21,0.26,,-0.03,0.04,0.06,0.15
Contig0.8_13_10556_10416,cce_4224,0.04,0.08,0.03,,-0.05,-0.01,0.09,0.01,-0.02,-0.02,-0.06,-0.05
Contig0.8_1_1547_660,cce_4236,-0.08,0.08,-0.04,-0.12,-0.14,-0.11,-0.06,-0.02,-0.09,-0.15,-0.13,-0.13
Contig0.8_2_1952_1551,cce_4235,0.06,0.1,0.09,0.01,0.06,0.02,0.1,0.07,0.07,,0.06,0.03
Contig0.8_3_2029_2772,cce_4234,0.07,0.21,0.14,0.1,0.01,-0.06,0.07,0.22,0.15,0.07,-0.03,-0.02
Contig0.8_4_2817_3437,cce_4233,0.03,0.07,0.11,0.07,-0.06,-0.12,-0.07,0.13,0.1,0.04,-0.07,-0.06
Contig0.8_5_3680_4201,cce_4232,0.09,0.03,0.04,-0.06,0.01,-0.03,0.06,,,-0.08,-0.05,-0.06
Contig0.8_6_4212_4874,cce_4231,0.08,0.04,0.1,-0.2,-0.05,0.03,0.07,,0.17,-0.06,-0.03,0.1
Contig0.8_9_6416_7783,cce_4228,1.15,-0.43,-0.43,-0.9,-0.55,0.03,1.29,-0.42,-0.19,-0.81,-0.75,-0.36
Contig0.9_12_7040_8416,cce_4214,-0.61,-0.6,-0.24,0.49,0.2,-0.04,-0.73,-0.42,-0.25,0.48,0.32,0.11
Contig0.9_13_8427_10058,cce_4213,-0.09,-0.06,-0.06,0.13,,-0.04,-0.05,,0.01,0.08,-0.03,-0.01
Contig0.9_14_10076_12538,cce_4212,0.01,0.02,0.01,0.01,-0.04,-0.01,0.02,0.01,0.01,0.01,,0.03
Contig0.9_15_12637_14055,cce_4211,0.31,0.1,0.2,-0.08,-0.06,0.1,0.34,0.15,0.11,-0.04,-0.02,0.07
Contig0.9_16_14243_14953,cce_4210,0.08,-0.06,0.05,0.08,0.13,0.09,0.03,0.07,0.11,0.06,0.13,0.1
Contig0.9_17_16486_14957,cce_4209,,0.01,0.05,0.09,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.03
Contig0.9_18_17166_16528,cce_4208,-0.05,-0.08,-0.02,0.14,0.05,0.06,-0.05,0.03,-0.01,0.18,0.13,0.05
Contig0.9_19_20113_17396,cce_4207,0.29,0.15,0.19,-0.03,0.07,0.05,0.31,0.18,0.1,-0.11,-0.01,-0.04
Contig0.9_1_57_740,cce_4223,0.67,-0.03,-0.36,-0.39,-0.51,-0.05,0.69,-0.08,-0.27,-0.21,-0.3,-0.06
Contig0.9_20_20954_20163,cce_4206,-0.21,-0.58,-0.63,0.09,0.36,0.15,-0.19,-0.4,-0.5,0.06,0.29,0.09
Contig0.9_21_21295_21783,cce_4205,0.18,1.13,0.16,-0.62,-0.55,-0.12,0.07,1.0,0.1,-0.48,-0.39,-0.2
Contig0.9_22_22534_21740,cce_4204,-0.03,-0.02,-0.1,0.16,-0.08,-0.05,-0.09,0.03,-0.08,0.07,-0.07,-0.01
Contig0.9_23_23133_22534,cce_4203,0.05,0.1,-0.05,-0.1,-0.11,,0.08,0.02,-0.05,-0.13,-0.07,-0.01
Contig0.9_24_24970_23321,cce_4202,0.84,0.19,-0.14,-0.42,-0.39,0.29,0.83,0.06,-0.13,-0.31,-0.21,0.12
Contig0.9_25_26134_25622,cce_4201,-0.06,-0.08,-0.11,0.07,-0.16,-0.01,-0.06,-0.07,-0.08,0.1,-0.08,
Contig0.9_26_27177_26086,cce_4200,-0.06,-0.07,-0.27,-0.07,-0.23,0.06,-0.06,-0.18,-0.26,-0.07,-0.22,0.05
Contig0.9_27_29673_27259,cce_4199,0.26,0.17,0.01,-0.11,-0.09,-0.14,0.15,0.05,0.08,-0.07,-0.04,-0.11
Contig0.9_28_31008_29776,cce_4198,0.06,0.06,-0.09,-0.14,-0.14,-0.07,0.09,-0.1,-0.05,-0.1,-0.02,-0.04
Contig0.9_29_31194_31868,cce_4197,0.25,0.03,0.07,0.05,0.03,0.09,0.21,0.07,0.05,0.01,0.05,0.05
Contig0.9_2_1088_786,cce_4222,-0.04,0.73,0.13,-0.06,-0.65,-0.49,-0.08,0.78,0.06,0.24,-0.44,-0.48
Contig0.9_30_31995_32552,cce_4196,0.08,-0.18,0.01,0.67,0.32,-0.18,0.03,-0.08,-0.1,0.38,-0.04,-0.18
Contig0.9_3_2458_1118,cce_4221,0.11,0.31,0.12,0.11,-0.08,-0.06,0.08,0.44,0.18,0.15,-0.01,-0.02
Contig0.9_5_3087_2674,cce_4220,0.24,0.26,0.2,-0.24,-0.21,0.07,0.33,0.19,0.23,-0.27,-0.34,0.01
Contig0.9_6_3074_3211,Contig0.9_6_3074_3211,-0.11,0.06,-0.02,0.39,-0.02,-0.19,-0.11,-0.05,-0.07,0.27,0.03,-0.14
Contig0.9_7_3256_4458,cce_4219,-2.79,-1.69,-0.59,1.47,-0.42,-2.2,-2.77,-1.26,-0.63,1.3,-0.09,-1.99
Contig0.9_8_5279_4623,cce_4218,0.27,-0.11,0.02,0.19,0.19,0.11,0.26,0.07,0.08,0.21,0.17,0.13
Contig0.9_9_6419_5280,cce_4217,0.09,0.07,0.1,0.16,0.15,0.14,0.16,0.13,0.13,0.09,0.08,0.09
Contig1.10_10_8880_7648,Contig1.10_10_8880_7648,-0.11,-0.04,-0.08,0.21,0.08,0.09,-0.07,,-0.07,0.2,0.09,0.05
Contig1.10_11_9790_9158,cce_2628,0.21,0.18,0.19,0.04,0.15,0.17,0.28,0.14,0.14,,0.12,0.14
Contig1.10_12_10031_9933,Contig1.10_12_10031_9933,0.1,0.04,,-0.09,-0.08,-0.08,0.04,-0.06,0.02,-0.05,-0.05,-0.05
Contig1.10_13_9997_11262,cce_2627,-0.09,0.12,0.02,0.12,-0.17,-0.11,-0.12,0.09,0.05,0.18,-0.02,-0.06
Contig1.10_14_11365_12153,cce_2626,-0.29,0.26,-0.08,-0.28,-0.34,-0.22,-0.37,0.06,-0.12,-0.21,-0.2,-0.13
Contig1.10_15_12702_12334,cce_2625,-2.37,-0.94,0.1,0.69,0.15,-0.76,-2.49,-0.63,0.22,0.58,0.17,-0.59
Contig1.10_16_16171_12917,cce_2624,0.02,-0.16,-0.09,0.82,0.39,-0.23,-0.06,-0.07,-0.15,0.55,-0.15,-0.22
Contig1.10_17_17211_16267,cce_2623,0.35,0.15,0.21,-0.03,0.12,0.11,0.36,0.17,0.13,-0.11,,
Contig1.10_18_18052_17288,cce_2622,0.24,0.09,0.14,0.03,0.06,0.04,0.25,0.14,0.14,0.01,0.06,0.06
Contig1.10_19_18402_18055,cce_2621,0.01,0.04,0.04,0.06,0.02,0.08,0.1,0.03,0.03,,-0.05,-0.01
